genotype predicted.value std.error
141 91.14957263578205 0.39106214690978264
142 91.66897219976568 0.39106214690978264
143 90.4018528155645 0.4204265944042326
144 90.12970208793155 0.39106214690978264
145 91.3085197239489 0.39106214690978264
146 90.8391577165557 0.39094472906153377
147 91.13246346094442 0.39094472906153377
148 90.83282900093266 0.39094472906153377
149 90.07220932052302 0.39094472906153377
150 90.12772814707631 0.39094472906153377
151 91.06358018550952 0.39140523667193
152 90.96838039906332 0.4661552047195494
153 90.41848729490547 0.39140523667193
154 90.59450639502866 0.39140523667193
155 90.94469716741867 0.3914052366719301
156 90.96691835005961 0.3909444639120703
157 90.76613695273923 0.3909444639120703
158 90.73391776628816 0.3909444639120703
159 90.45267186544953 0.3909444639120703
160 90.96859833008376 0.3909444639120703
161 90.75011247496765 0.4208141832233697
162 90.89901962157576 0.39133992719633426
163 90.90934536068673 0.39133992719633426
164 90.86690368519236 0.4300183788841508
165 91.15892613554107 0.39133992719633426
166 90.64334474064825 0.42043135788018726
167 90.33387285927763 0.3910657008539748
168 91.81489119482326 0.3910657008539748
169 90.7191094024587 0.3910657008539748
170 91.03083485417427 0.3910657008539748
171 90.52083842429089 0.39094503991936963
172 90.73663966620296 0.39094503991936963
173 90.8816721866792 0.39094503991936963
174 91.00041967709082 0.39094503991936963
175 90.93730447070608 0.39094503991936963
176 90.29694234793516 0.39094158544131674
177 91.38093678941077 0.39094158544131674
178 90.06828803461521 0.39094158544131674
179 89.87662684038548 0.39094158544131674
180 91.32473739387773 0.39094158544131674
181 90.4589693550834 0.39109042025669927
182 90.52316029114657 0.39109042025669927
183 90.94311484020602 0.42046644013718387
184 90.25455032903294 0.39109042025669927
185 90.47858925461597 0.39109042025669927
186 90.0511022125234 0.3909438012504232
187 89.94596093034936 0.3909438012504232
188 91.24272927038422 0.3909438012504232
189 90.44720815866675 0.3909438012504232
190 90.10959139560603 0.3909438012504232
191 90.28427227547407 0.3909479223140629
192 90.96620218754619 0.3909479223140629
193 91.47124325436663 0.3909479223140629
194 91.14342174806306 0.3909479223140629
195 91.29247974337686 0.39094792231406295
196 90.47955602701754 0.39094725445991163
197 90.77978557739611 0.39094725445991163
198 90.25446252544772 0.39094725445991163
199 90.33472951865085 0.39094725445991163
200 91.03736650727315 0.39094725445991163
201 90.7541446953616 0.3909487530040175
202 91.47709112556528 0.3909487530040175
203 90.81637017492666 0.3909487530040175
204 90.92646639564347 0.3909487530040175
205 90.02612744046593 0.39094875300401755
206 90.90791887169216 0.3912293702296404
207 90.40959277352742 0.3912293702296404
208 91.19024641393096 0.3912293702296404
209 90.47457715325163 0.3912293702296404
210 90.91250425284883 0.42981211248363194
211 91.48030765543719 0.3912638340110994
212 90.56738110882452 0.3912638340110994
213 91.50698580469196 0.3912638340110994
214 89.92675277454798 0.3912638340110994
215 91.33871766949768 0.42981691823371404
216 90.78505844465306 0.4833319709162941
217 90.41576952702918 0.46693201542140683
218 91.65077585825227 0.39179950297705385
219 90.78762816077614 0.39179950297705385
220 90.3871228783108 0.39179950297705385
221 90.78428638107971 0.4300182541143135
222 91.07077456219534 0.391341028620543
223 90.02443563439704 0.391341028620543
224 90.90169958715322 0.4208132468663197
225 90.77774319214386 0.391341028620543
226 90.76808253471219 0.3914082403610659
227 90.8721627527662 0.3914082403610659
228 90.24143442709236 0.3914082403610659
229 90.57810244848966 0.3914082403610659
230 90.93267466186902 0.4661518783148726
231 90.6794872130928 0.3909486451679579
232 90.33391115829201 0.3909486451679579
233 90.53344779121922 0.3909486451679579
234 89.97533101189764 0.3909486451679579
235 91.44763156808435 0.3909486451679579
236 91.41569110480881 0.391225707874034
237 91.08858431678877 0.391225707874034
238 90.54684585641807 0.391225707874034
239 90.49802258280039 0.4205521943778103
240 90.38818962957401 0.4205521943778103
241 91.27929121629661 0.3912311200848848
242 90.2098558592018 0.3912311200848848
243 91.04425627618679 0.3912311200848848
244 90.7239763348754 0.3912311200848848
245 90.370917261927 0.429813898647388
246 90.17188270907259 0.39156179987682593
247 91.13325032407958 0.39156179987682593
248 91.36008905154985 0.4208845618079788
249 90.16808765410963 0.4662474026743149
250 90.51593700746598 0.39156179987682593
251 90.87606391817191 0.4207106318706189
252 90.41552094837536 0.4207106318706189
253 89.26481708531372 0.4207106318706189
254 90.07750911737065 0.391432688506767
255 89.96108271808781 0.391432688506767
256 91.0549427659231 0.42054842517692675
257 90.94008608865173 0.3912263952252072
258 90.08285697339323 0.3912263952252072
259 91.08575429396629 0.42054842517692675
260 90.93060810199083 0.3912263952252072
261 89.99624967119965 0.3909453092981224
262 91.6352779320903 0.3909453092981224
263 91.15938881796463 0.3909453092981224
264 91.39731367158576 0.3909453092981224
265 90.81063627934883 0.3909453092981224
266 91.40705654167539 0.39122906524735596
267 90.19931535789925 0.39122906524735596
268 90.69408461164284 0.39122906524735596
269 91.12400189894481 0.4298123896369767
270 91.00622955675075 0.39122906524735596
271 91.09636054385899 0.39094569603078705
272 91.19094724566324 0.39094569603078705
273 91.23742246422012 0.39094569603078705
274 90.29742294048845 0.39094569603078705
275 90.65179518841119 0.39094569603078705
276 90.88659128929662 0.39140574413281853
277 90.93854814513959 0.39140574413281853
278 91.1922557675485 0.4661516147267965
279 91.12004981507877 0.39140574413281853
280 90.59151637077106 0.39140574413281853
281 90.7233085396828 0.39133473041315725
282 91.37413475479549 0.39133473041315725
283 90.39760980600916 0.39133473041315725
284 91.18324620920575 0.39133473041315725
285 91.4622896613305 0.48261396161069003
286 90.4934488238417 0.3915945813287099
287 91.27994093690313 0.3915945813287099
288 89.6647519725331 0.4299301177422453
289 90.71964003037496 0.40477950880514835
290 90.1977662942392 0.4299301177422453
291 89.46690181552768 0.3909387969657064
292 91.41096097267683 0.3909387969657064
293 90.35151187582078 0.3909387969657064
294 91.71652286879329 0.3909387969657064
295 90.69770053070249 0.3909387969657064
296 91.01220102658333 0.3914017914297843
297 90.30857800628311 0.46615281796221925
298 91.09339491467634 0.3914017914297843
299 91.02572553622248 0.3914017914297843
300 92.11550726863543 0.3914017914297843
301 90.78836158917291 0.42980388813478704
302 91.07800100511614 0.39122208172837913
303 90.02327805701874 0.39122208172837913
304 91.78586823268796 0.39122208172837913
305 90.31045937965301 0.391222081728379
306 90.19829478437022 0.39122244411410445
307 90.27635917333015 0.39122244411410445
308 91.63187851352099 0.39122244411410445
309 90.9206399003577 0.39122244411410445
310 90.22134207476384 0.42980582902777364
311 90.96735784013721 0.3912233496809563
312 89.90388688021143 0.3912233496809563
313 92.14403540241251 0.3912233496809563
314 90.91434850645848 0.42980573927175897
315 90.5521919831538 0.3912233496809563
316 91.28478506604833 0.39093986140401193
317 90.21638637570832 0.39093986140401193
318 90.62666299447163 0.39093986140401193
319 90.90145497145531 0.39093986140401193
320 90.78781776057436 0.390939861404012
321 90.14167942734568 0.39132541415803235
322 90.602879113113 0.420811249628745
323 90.75186739286441 0.39132541415803235
324 90.08101093660136 0.43001622744666357
325 90.71348493354755 0.39132541415803235
326 91.14500451050333 0.3909407692555833
327 91.46901726471226 0.3909407692555833
328 90.63732931212152 0.3909407692555833
329 89.8956346899632 0.3909407692555833
330 92.10744088415144 0.3909407692555833
331 90.2341242560977 0.45839249205624993
332 91.62941545951816 0.4042207675220948
333 89.8830440011741 0.3912425870918033
334 91.21665230853287 0.3912425870918033
335 90.30002830288026 0.3912425870918033
336 90.27460450485249 0.3909419660495038
337 91.35634781120828 0.3909419660495039
338 90.77537472898227 0.3909419660495038
339 89.94132605058527 0.3909419660495038
340 90.79612289159378 0.3909419660495038
341 90.18865843937249 0.46660994933381655
342 90.95996103141317 0.4306840430548809
343 90.48680141489507 0.4306840430548809
344 91.18202498231031 0.46660994933381655
345 90.98923818551613 0.4306840430548809
346 90.90887884063086 0.4204259563611894
347 91.17694629242591 0.39105915229338956
348 91.2370688232706 0.39105915229338956
349 90.25006114215948 0.39105915229338956
350 90.59387945935202 0.39105915229338956
351 90.44967843499947 0.39094128725726623
352 91.25209149753742 0.39094128725726623
353 89.95979475220676 0.39094128725726623
354 90.71085352918246 0.39094128725726623
355 89.6871574961255 0.39094128725726623
356 90.78337450650689 0.3910623181809849
357 90.03464973552886 0.3910623181809849
358 90.93827253141275 0.3910623181809849
359 91.51113859803384 0.3910623181809849
360 91.21882962138467 0.42042736230842465
361 90.63744142978351 0.42042921413020184
362 90.06325192817475 0.3910636740072182
363 91.26007954087667 0.3910636740072182
364 91.52285528087289 0.3910636740072182
365 90.14739272867844 0.3910636740072182
366 90.18743363915605 0.3912237403743044
367 91.59628276177547 0.42980456630346764
368 90.40690162913367 0.3912237403743044
369 90.78354934243069 0.3912237403743044
370 90.68085540449347 0.3912237403743044
371 90.14520034461016 0.39122541114787307
372 90.73631349299626 0.39122541114787307
373 91.57858839653153 0.39122541114787307
374 90.82362298914627 0.39122541114787307
375 91.16495273662379 0.42980725704862266
376 90.61919771141646 0.39132603267829785
377 91.54586317406381 0.39132603267829785
378 90.82891059269974 0.39132603267829785
379 90.94707045128754 0.39132603267829785
380 91.57990260047404 0.48261763703507643
381 90.27026004942522 0.39094366915044204
382 90.04317396982772 0.39094366915044204
383 90.91561688129906 0.39094366915044204
384 89.99090214050933 0.39094366915044204
385 91.48575998607735 0.39094366915044204
386 91.28461437352951 0.3909459061222594
387 90.38846386534968 0.3909459061222594
388 90.87327650211361 0.3909459061222594
389 90.94061107789359 0.3909459061222594
390 90.17075150412268 0.3909459061222594
391 90.57040249848563 0.39159005647282064
392 90.9856170474002 0.39159005647282064
393 91.35691801213288 0.39159005647282064
394 91.06899056416567 0.4298727408830335
395 90.55942217023181 0.4298727408830335
396 90.58611339588523 0.3909466265926104
397 91.0709450963924 0.3909466265926104
398 90.75235438913101 0.3909466265926104
399 91.5529092830455 0.3909466265926104
400 90.9823572478736 0.3909466265926104
401 90.52572696332794 0.39094691244129803
402 90.71524185985966 0.39094691244129803
403 92.06208176024592 0.4037121084172886
404 90.83761128844687 0.39094691244129803
405 90.4490060367472 0.39094691244129803
406 90.8168520165505 0.3909456391716927
407 90.28270035860896 0.3909456391716927
408 91.17153411568742 0.3909456391716927
409 90.84156218474186 0.3909456391716927
410 90.70574070728718 0.3909456391716928
411 90.67691810502744 0.4041798697484119
412 90.91925504032584 0.3912316174538972
413 91.37841337318359 0.3912316174538972
414 91.1601188029038 0.3912316174538972
415 90.19253931499067 0.4298666732588304
416 91.21584728871134 0.39122845486492996
417 91.06029854770341 0.42981076303639554
418 91.49642526538027 0.39122845486492985
419 90.61459943637875 0.39122845486492996
420 91.06302081811249 0.39122845486492996
421 90.13031853421461 0.3909470112774589
422 91.21154890813914 0.3909470112774589
423 91.0688320202309 0.3909470112774589
424 90.62673580042959 0.3909470112774589
425 90.35599832172517 0.39094701127745896
426 90.70944968986963 0.3909457614629971
427 90.74755761658143 0.40371083334216085
428 90.05849052715723 0.3909457614629971
429 90.65030850195905 0.3909457614629971
430 90.28539422153798 0.3909457614629971
431 89.91815127411009 0.4038656361734591
432 91.10471869198783 0.4038656361734591
433 91.3374476641989 0.3909503582746224
434 90.7611300152354 0.3909503582746224
435 90.78972323200519 0.3909503582746224
436 90.57560595412541 0.390946296747496
437 90.69181376486348 0.390946296747496
438 91.48005544285557 0.390946296747496
439 90.61069461948934 0.39094629674749604
440 90.72858491211504 0.390946296747496
441 90.79048739860788 0.39094473007408065
442 90.50034066254734 0.39094473007408065
443 91.7126439116718 0.39094473007408065
444 90.85366650876131 0.39094473007408065
445 90.25936639622203 0.39094473007408065
446 90.60541164663044 0.3909482082646976
447 90.63635518533893 0.3909482082646976
448 91.12259918649757 0.3909482082646976
449 90.42307795846708 0.3909482082646976
450 91.57084371570788 0.3909482082646976
451 90.79517558447426 0.39094684476093183
452 90.97981646687121 0.39094684476093183
453 90.64948057578403 0.39094684476093183
454 90.33667264200963 0.39094684476093183
455 91.11706937248697 0.39094684476093183
456 91.23921124523795 0.39106697210610947
457 89.67457175110204 0.39106697210610947
458 90.3615994314827 0.39106697210610947
459 90.782624340991 0.39106697210610947
460 91.5073147111789 0.4204325431257792
461 90.99718879765146 0.39133281003102893
462 91.32748448230917 0.4826247519293871
463 90.77440755465702 0.39133281003102893
464 90.97693730128336 0.39133281003102893
465 90.86551340423384 0.39133281003102893
466 90.94579714587387 0.3909465484979153
467 90.87125710577708 0.3909465484979153
468 90.92862988689966 0.3909465484979153
469 91.49184300605239 0.3909465484979153
470 91.42089026967675 0.39094654849791544
471 90.29365185182496 0.4302627711216224
472 90.99061277571263 0.4302627711216224
473 91.50215928339578 0.4302627711216224
474 90.83787770484447 0.4302627711216224
475 91.02140303335281 0.4302627711216224
476 90.84399657095824 0.39122456462382277
477 90.92471669238988 0.42980569145246805
478 90.82757762531374 0.39122456462382277
479 91.21334356007047 0.39122456462382277
480 90.71596579609286 0.39122456462382277
481 90.64881858090814 0.3909395134647815
482 90.98290161359895 0.3909395134647815
483 90.32755190341318 0.3909395134647815
484 91.78717114654603 0.3909395134647815
485 90.41313572731539 0.3909395134647816
486 90.55846862343272 0.39094424489552687
487 91.09653841950292 0.39094424489552687
488 90.64554911920972 0.39094424489552687
489 91.17855702634189 0.39094424489552687
490 90.92924105664211 0.39094424489552687
491 90.459028302587 0.39142635584353735
492 90.74566537968927 0.39142635584353735
493 90.73950256865697 0.42070983778869375
494 90.95236726821057 0.42070983778869375
495 91.79912018230515 0.42070983778869375
496 90.70287149089269 0.39094148304961795
497 90.87261766572212 0.39094148304961795
498 89.87472862669026 0.39094148304961795
499 91.31824613878715 0.39094148304961795
500 91.2901380165477 0.39094148304961795
501 90.45522826086776 0.39094269364680073
502 90.65029918847989 0.39094269364680073
503 91.10968381399859 0.39094269364680073
504 91.43217227842995 0.39094269364680073
505 90.04806609865182 0.39094269364680073
506 90.98498617633591 0.3909421434760068
507 91.2801414978114 0.3909421434760068
508 90.32348654692558 0.3909421434760068
509 91.78503322654382 0.3909421434760068
510 90.9023679129343 0.3909421434760068
511 90.67504642787277 0.3909405783724612
512 90.90565428425893 0.3909405783724612
513 90.31367511326114 0.3909405783724612
514 90.62570721223945 0.3909405783724612
515 89.78511295506266 0.3909405783724612
516 91.20025162659105 0.390941069599922
517 90.60542080475872 0.390941069599922
518 89.86564175725394 0.390941069599922
519 89.7643814547019 0.390941069599922
520 89.79028136450249 0.390941069599922
521 90.30766115726078 0.4037078832230382
522 90.548865292512545 0.39094162223668927
523 90.32497090893615 0.39094162223668927
524 90.6275889169236 0.39094162223668927
525 90.68531104726658 0.39094162223668927
526 90.34598571167655 0.39094344740491965
527 90.13551232679643 0.39094344740491965
528 90.23946761059938 0.39094344740491965
529 90.47014376757134 0.39094344740491965
530 90.29843416007616 0.39094344740491965
531 91.20515472642569 0.39094372312817194
532 90.25100430869323 0.39094372312817194
533 90.47976703791453 0.39094372312817194
534 90.55530832111454 0.39094372312817194
535 90.53353074551904 0.4037114207741618
536 90.33911113742178 0.3909417497749828
537 90.62880436510332 0.3909417497749828
538 90.71702733357095 0.3909417497749828
539 90.2076296801341 0.3909417497749828
540 90.77224076516828 0.3909417497749828
541 90.62180821501293 0.39132769423165903
542 90.99784981694035 0.39132769423165903
543 90.80928018534223 0.4826178593209861
544 90.576447183374 0.39132769423165903
545 91.46176814117466 0.39132769423165903
546 91.00704589528893 0.3909424799016983
547 90.53044483308845 0.3909424799016983
548 90.53779779733458 0.3909424799016983
549 91.05406611646721 0.3909424799016983
550 91.4707875846428 0.3909424799016983
551 90.59635734941519 0.43025918514046546
552 90.73599701090471 0.43025918514046546
553 91.24611995508401 0.43025918514046546
554 90.88982795741856 0.43025918514046546
555 91.25558002858762 0.43025918514046546
556 90.40563295039367 0.39132696440682274
557 90.47694993714052 0.39132696440682274
558 90.65216733553478 0.39132696440682274
559 90.9411291221863 0.4826179821531515
560 90.59999618594779 0.39132696440682274
561 90.01774863394012 0.39140702076690254
562 91.35256547543099 0.39140702076690254
563 90.86798957629662 0.40442659770833933
564 91.41519627803851 0.4662895629639741
565 90.60484118011983 0.39140702076690254
566 90.58788846939157 0.3909440562772139
567 90.51516310737767 0.3909440562772139
568 90.82753503657364 0.3909440562772139
569 91.05808595778899 0.3909440562772139
570 91.0088268815347 0.3909440562772139
10000 89.6522271532652 0.14984902700208483
11111 89.90526792241609 0.1507149100726758
20000 89.73641054519672 0.1494881655558066
