Order	Mother	Offspring	OM	CP	IVD	LDM	RC	PLB
29	7	32	90.3898	13.0625	62.0813	212.7239	2.828	75.0792
30	7	33	90.5803	13.2159	60.5664	79.3539	1.2543	77.1492
31	7	34	90.9626	12.924	61.4626	238.4484	1.8704	73.0331
32	7	35	90.3518	12.6569	60.7148	211.4005	2.7475	78.2715
33	8	37	90.8195	12.1512	59.8054	314.3209	2.3825	75.3282
34	8	39	90.291	12.8641	59.9915	214.7829	1.2918	72.2496
35	8	40	90.3986	12.5578	59.6242	386.7756	2.8674	77.9703
36	9	41	90.7583	12.5474	61.1151	281.1745	2.1746	72.5773
37	9	43	90.3853	12.8739	60.5992	265.2806	1.7054	75.8826
38	9	44	90.3896	12.6557	59.6698	270.1281	2.31	77.2987
39	9	45	91.338	12.2808	59.0573	147.4851	1.2867	72.8924
40	10	46	91.1105	13.1262	59.7216	165.8363	1.8964	74.1872
41	10	47	90.0832	13.3597	61.8212	311.7684	2.4186	76.7758
42	10	48	90.3549	12.7524	60.3984	195.7175	1.9737	72.3352
43	10	49	90.87	11.8868	59.6241	272.8502	2.1263	75.2457
44	10	50	91.2197	13.1989	61.6175	189.195	1.4994	70.3293
45	11	51	91.3337	12.0289	59.9919	263.4161	1.7151	75.556
46	11	52	90.9776	12.4981	60.5542	109.3098	0.8174	67.7563
47	11	53	90.5903	12.8755	59.2327	325.8513	2.4619	75.4611
48	11	54	91.5051	12.7256	60.5794	120.6286	0.9385	76.852
49	11	55	91.3488	12.9884	60.9026	270.1475	1.9526	77.253
50	12	56	90.7854	13.4432	60.554	96.0165	2.0832	78.2428
51	12	57	90.7967	12.8435	59.4109	309.2129	2.4561	74.1163
52	12	58	90.6368	12.2193	60.7029	286.8318	2.357	75.6822
53	12	59	91.3009	12.2883	58.5184	226.1177	1.7499	71.7561
54	12	60	90.8441	12.7932	59.8007	229.3025	1.7805	72.8677
55	13	61	90.2743	12.9371	61.7177	293.0261	2.1363	75.1605
56	13	62	90.4716	12.642	59.5639	75.3765	0.5738	74.2064
57	13	63	90.9313	11.9807	59.6485	299.0454	2.5845	77.3732
58	13	64	90.5216	13.7893	62.2228	199.5154	1.2693	66.8868
59	13	65	91.3929	12.6363	59.1507	157.3591	1.7438	74.4755
60	14	66	91.5269	12.312	58.5944	216.2103	2.1645	74.1201
61	14	67	91.5032	12.341	59.9705	192.3908	1.9452	70.3659
62	14	68	90.2283	12.5218	59.8181	297.7791	2.0735	77.0644
63	14	69	90.9342	13.6564	61.2261	172.8562	2.0516	74.578
64	14	70	90.3564	12.7941	59.2801	375.9799	2.8984	79.4152
65	15	71	90.5434	12.7496	60.6718	237.356	1.8225	72.292
66	15	72	90.529	12.2026	60.2018	289.4135	2.1491	76.6359
67	15	73	90.9541	13.1896	59.7746	161.752	1.5943	72.5646
68	15	74	91.3175	12.5068	59.8621	167.6992	1.0619	70.7411
69	15	75	89.8359	13.0794	59.8954	134.4368	1.681	74.6911
70	16	76	90.7831	12.7772	59.5646	167.5191	1.8633	71.68
71	16	77	90.069	13.9904	62.7235	147.8519	2.0552	78.8478
72	16	78	90.8434	12.1684	59.9336	285.1131	2.2517	74.9234
73	16	79	90.3623	12.3428	59.5933	276.1947	2.1323	76.4963
74	16	80	90.9456	12.0928	60.2643	264.9988	2.4141	77.7393
75	17	81	90.9831	12.8272	59.9615	209.5255	2.1453	77.8826
76	17	82	90.503	12.4319	58.495	310.6321	2.5066	76.2006
77	17	83	91.4538	12.2024	59.8208	149.0754	1.3413	70.889
78	17	84	89.9383	12.9912	60.6111	346.1994	2.4652	77.0344
79	17	85	90.9807	12.2392	61.1445	170.047	1.7817	72.4487
80	18	86	90.652	13.3293	60.2137	134.5888	0.9726	75.4481
81	18	87	91.1969	12.2268	58.2373	232.6313	1.9801	73.9564
82	18	88	91.5884	12.6244	60.1969	64.1911	1.0981	75.3737
83	18	89	90.2752	12.9142	59.9052	171.9074	2.0089	77.2351
84	18	90	92.029	11.8381	60.105	156.818	1.6226	75.365
85	19	91	92.0198	12.3695	60.6406	93.3283	1.1172	72.8418
86	19	92	90.916	12.6008	58.4786	206.8467	1.7798	75.1422
87	19	93	90.4997	12.3847	58.5721	202.1297	2.3177	74.2379
88	19	94	90.4629	12.0363	59.3856	242.0289	2.2119	75.2555
89	19	95	90.6922	12.8402	61.1363	70.8313	1.641	76.0241
90	15	96	90.3002	12.072	59.3075	290.4849	2.2007	78.8331
91	15	97	91.0814	12.2822	59.459	219.7632	1.9887	74.5228
92	15	98	90.986	11.9521	60.0791	194.8103	1.6967	73.6212
93	15	99	90.9346	12.3365	59.6307	193.9831	1.7368	75.256
94	15	100	90.6303	13.2155	60.8991	40.4494	0.6353	74.5674
95	7	101	90.8857	12.1409	61.1083	304.0479	2.7116	79.0356
96	7	102	90.87	12.097	59.3476	209.9119	1.9208	76.3763
97	7	103	91.2029	12.5274	61.0421	235.9301	2.6414	75.2369
98	7	104	90.4516	12.6592	60.1731	286.8406	2.086	75.4591
99	7	105	90.9862	12.3283	59.1308	275.4484	2.0135	75.8431
100	9	106	91.3928	12.7682	61.2491	97.0848	1.3901	74.5157
101	9	107	90.4749	12.4781	60.3196	270.3797	2.4344	76.8643
102	9	108	92.0743	12.2379	58.6574	159.9875	2.0128	74.8566
103	9	109	90.7043	12.4703	59.9831	181.7415	1.1142	69.6458
104	9	110	90.2142	13.5113	60.3149	248.9076	1.2016	77.4595
105	16	111	90.6157	12.7929	60.6082	158.2623	1.3749	68.5517
106	16	112	90.4113	12.5774	60.5006	258.1681	1.8451	73.8368
107	16	113	91.0681	12.6192	60.198	227.5677	2.024	71.6037
108	16	114	91.5401	12.3244	60.2975	122.3461	2.0561	76.602
109	16	115	90.7815	13.4053	59.7897	218.6481	1.4063	73.497
110	8	116	90.6378	13.3329	60.7682	190.9215	2.3458	75.9107
111	8	117	91.7819	13.6449	61.5441	83.5129	1.2521	75.222
112	8	118	90.7892	12.5154	61.3664	324.5177	2.5858	77.4907
113	8	119	90.2464	13.3789	60.806	218.0562	1.9182	74.2322
114	8	120	91.1122	12.7098	61.6954	107.8522	1.1342	70.9938
115	13	121	90.0792	12.7737	59.7123	159.0839	1.2158	68.9223
116	13	122	90.7708	12.3692	59.9123	439.1874	2.9403	77.5697
117	13	123	91.3408	12.5386	59.4913	140.719	1.5129	74.3663
118	13	124	91.8505	13.3114	61.7952	134.9291	0.668	73.4032
119	13	125	90.6967	12.96	60.4092	74.0509	1.4022	73.0775
120	10	126	90.7209	13.0536	60.4136	197.7176	2.2696	76.2282
121	10	127	89.6992	13.5416	60.2512	236.0774	1.8262	74.3456
122	10	128	91.3625	12.7725	60.5595	151.7609	1.9034	72.9053
123	10	129	90.828	11.7417	59.6193	255.8291	2.0913	74.069
124	10	130	91.1835	12.678	60.2633	215.0079	1.7776	72.9748
125	17	131	91.1692	13.0236	60.3178	208.1263	1.561	77.59
126	17	132	90.9442	13.2922	60.5659	154.7657	1.2806	73.4238
127	17	133	90.5094	12.63	60.8363	84.4396	1.3702	73.3844
128	17	134	90.9626	12.8025	60.7453	266.6084	2.6175	74.7066
129	17	135	90.6674	12.857	60.2843	144.2057	1.1977	71.5745
130	18	136	91.5397	11.7909	59.6638	142.7965	1.2791	74.4787
131	18	137	90.3606	12.3724	59.9861	407.226	2.8166	78.1685
132	18	139	90.6834	12.9644	60.7426	277.4172	2.1138	75.7232
133	18	140	91.5457	12.6526	59.7451	243.2428	2.4682	73.0446
134	19	141	91.1498	12.8365	59.2801	219.3917	1.2947	71.2443
135	19	142	91.6562	11.9026	59.8315	272.9583	2.6352	76.9765
136	19	144	90.1564	12.9901	60.297	233.8714	2.0929	78.4043
137	19	145	91.3041	12.8131	61.3685	248.1846	1.4825	76.3939
138	4	146	90.8497	12.8135	58.9679	211.1856	1.3777	73.7481
139	4	147	91.1355	12.4844	60.8211	199.8095	2.8017	75.8363
140	4	149	90.1011	13.244	61.6103	296.3905	2.2408	73.9076
141	4	150	90.1542	12.8411	61.2414	349.6332	2.4349	75.6378
142	12	151	91.0645	12.68	60.589	335.0334	2.7017	74.6068
143	12	153	90.436	12.8861	61.3902	277.905	2.4781	74.2202
144	12	154	90.606	12.4724	58.1202	170.5499	1.8013	73.4227
145	12	155	90.9483	12.4867	59.433	312.5853	2.1136	75.25
146	3	156	90.9699	13.0026	61.2562	188.3013	1.012	73.8915
147	3	157	90.7746	12.6073	59.9368	286.1031	2.8678	74.0221
148	3	158	90.7435	12.995	59.1727	249.7484	2.2301	74.192
149	3	159	90.4697	12.1156	59.6378	243.8915	2.5499	74.7513
150	3	160	90.9717	12.2331	60.4315	264.4964	2.8384	75.916
151	6	161	90.7583	12.4825	59.7723	263.0518	2.0384	74.0571
152	6	162	90.9039	12.8177	60.6101	342.4845	2.7726	75.742
153	6	163	90.9166	13.4205	60.7381	87.7415	1.2253	74.7493
154	6	164	90.8731	12.2514	59.9157	204.3778	2.3073	77.5273
155	6	165	91.1573	12.8157	59.8743	281.5376	2.0457	75.1281
156	2	166	90.6548	12.9368	60.2774	131.0086	1.3017	71.5132
157	2	167	90.3559	13.1565	59.8089	197.4791	1.8474	73.3924
158	2	169	90.7303	12.82	61.3582	270.2134	2.4219	74.6054
159	2	170	91.035	12.3977	60.0006	253.9816	1.7793	75.6056
160	5	171	90.5344	13.2713	61.1904	329.5544	2.4563	77.8536
161	5	172	90.7445	12.9714	60.5303	129.5177	2.058	78.9253
162	5	173	90.8847	12.5131	61.4536	301.8507	2.7719	78.1498
163	5	174	91.0009	12.7094	60.0141	191.2743	2.1131	74.5928
164	5	175	90.9392	12.5882	59.9261	269.4517	2.3884	72.2018
165	11	176	90.3185	12.7361	60.0488	91.1025	1.8461	77.0902
166	11	177	91.3763	12.5811	59.281	296.9212	1.3712	71.7934
167	11	178	90.0973	12.8653	60.5995	100.2353	1.7764	77.2869
168	11	179	89.9076	12.6212	59.5653	431.5097	2.3481	77.2348
169	11	180	91.3206	12.6489	60.5363	120.8101	0.9312	71.8262
170	1	181	90.4754	12.1785	60.0611	245.9414	1.703	70.574
171	1	182	90.5391	12.4472	60.4013	282.2756	2.657	74.7917
